0.077,0.765,0.158,0.9979,2020-08-01T09:00:08+0000
0.145,0.776,0.079,-0.9906,2020-08-01T09:00:16+0000
0.133,0.702,0.165,0.9823,2020-08-01T09:00:20+0000
0.091,0.835,0.073,-0.9949,2020-08-01T09:00:26+0000
0.079,0.8,0.121,0.9995,2020-08-01T12:00:07+0000
0.055,0.868,0.078,0.9806,2020-08-01T12:50:22+0000
0.174,0.737,0.089,-0.9972,2020-08-01T13:39:06+0000
0.111,0.746,0.142,0.973,2020-08-01T14:15:25+0000
0.121,0.766,0.113,-0.8982,2020-08-01T14:19:33+0000
0.071,0.756,0.173,0.9916,2020-08-01T14:59:55+0000
0.044,0.764,0.192,0.9926,2020-08-01T15:46:50+0000
0.058,0.805,0.137,0.9788,2020-08-01T22:10:14+0000
0.059,0.836,0.105,0.9907,2020-08-02T07:00:08+0000
0.153,0.748,0.1,-0.9933,2020-08-02T09:00:08+0000
0.104,0.668,0.228,0.9972,2020-08-02T15:00:07+0000
0.116,0.719,0.165,0.979,2020-08-02T17:06:58+0000
0.08,0.823,0.097,0.8882,2020-08-02T21:06:55+0000
0.051,0.832,0.117,0.996,2020-08-02T21:55:56+0000
0.048,0.926,0.026,-0.807,2020-08-02T23:22:16+0000
0.085,0.787,0.128,0.991,2020-08-03T06:30:09+0000
0.093,0.749,0.157,0.8617,2020-08-03T11:17:45+0000
0.082,0.824,0.094,0.888,2020-08-03T13:01:08+0000
0.051,0.794,0.155,0.9644,2020-08-03T13:49:07+0000
0.04,0.837,0.122,0.9823,2020-08-03T14:40:30+0000
0.101,0.769,0.131,0.8516,2020-08-03T16:36:56+0000
0.055,0.84,0.104,0.9639,2020-08-03T16:43:18+0000
0.077,0.726,0.196,0.9897,2020-08-03T19:11:44+0000
0.125,0.757,0.118,-0.7268,2020-08-03T22:00:16+0000
0.065,0.84,0.095,0.9893,2020-08-04T07:00:15+0000
0.1,0.768,0.132,0.9898,2020-08-04T09:00:16+0000
0.089,0.797,0.114,0.9536,2020-08-04T09:00:21+0000
0.141,0.685,0.174,0.9787,2020-08-04T09:00:22+0000
0.115,0.639,0.246,0.9981,2020-08-04T09:00:24+0000
0.079,0.79,0.132,0.9943,2020-08-04T09:00:24+0000
0.132,0.72,0.149,0.4567,2020-08-04T10:00:21+0000
0.152,0.734,0.114,-0.5574,2020-08-04T10:00:27+0000
0.078,0.823,0.099,0.0772,2020-08-04T12:03:20+0000
0.028,0.842,0.13,0.9974,2020-08-04T12:52:44+0000
0.113,0.766,0.12,0.7611,2020-08-04T13:15:17+0000
0.106,0.823,0.072,-0.9873,2020-08-04T15:27:21+0000
0.14,0.714,0.146,-0.709,2020-08-04T16:17:52+0000
0.121,0.777,0.102,-0.9718,2020-08-04T17:24:53+0000
0.089,0.764,0.148,0.8885,2020-08-04T17:50:20+0000
0.099,0.809,0.092,-0.9657,2020-08-04T18:22:47+0000
0.039,0.762,0.2,0.9988,2020-08-04T19:47:41+0000
0.059,0.817,0.124,0.9947,2020-08-04T20:09:14+0000
0.142,0.791,0.067,-0.9531,2020-08-04T20:24:13+0000
0.116,0.748,0.135,0.8422,2020-08-04T20:33:18+0000
0.1,0.74,0.16,0.9962,2020-08-04T21:08:17+0000
0.056,0.807,0.137,0.9996,2020-08-04T21:55:25+0000
0.053,0.869,0.078,0.9891,2020-08-04T23:09:20+0000
0.108,0.744,0.148,0.9643,2020-08-05T03:44:10+0000
0.194,0.704,0.102,-0.9983,2020-08-05T09:00:13+0000
0.109,0.751,0.14,0.9991,2020-08-05T09:00:14+0000
0.17,0.747,0.082,-0.9983,2020-08-05T09:00:32+0000
0.022,0.883,0.095,0.9977,2020-08-05T09:00:54+0000
0.024,0.904,0.072,0.997,2020-08-05T09:02:09+0000
0.073,0.822,0.105,0.9992,2020-08-05T09:24:22+0000
0.136,0.77,0.094,-0.9871,2020-08-05T09:37:23+0000
0.058,0.718,0.224,0.9994,2020-08-05T10:24:44+0000
0.092,0.791,0.117,0.9964,2020-08-05T12:05:32+0000
0.079,0.816,0.105,0.9506,2020-08-05T12:29:25+0000
0.055,0.815,0.13,0.9949,2020-08-05T14:52:58+0000
0.137,0.676,0.187,0.9902,2020-08-05T20:00:10+0000
0.065,0.856,0.079,0.7553,2020-08-05T22:06:48+0000
0.047,0.834,0.119,0.9977,2020-08-06T01:43:12+0000
0.076,0.785,0.139,0.9852,2020-08-06T09:00:10+0000
0.072,0.828,0.1,0.9944,2020-08-06T09:00:25+0000
0.085,0.797,0.118,0.9993,2020-08-06T09:00:34+0000
0.088,0.834,0.077,-0.2006,2020-08-06T09:34:46+0000
0.069,0.829,0.102,0.9777,2020-08-06T10:00:08+0000
0.149,0.693,0.158,0.3875,2020-08-06T15:00:07+0000
0.042,0.882,0.075,0.8225,2020-08-06T15:01:55+0000
0.075,0.826,0.099,0.9789,2020-08-06T15:11:45+0000
0.051,0.822,0.127,0.9559,2020-08-06T15:33:30+0000
0.091,0.767,0.141,0.9941,2020-08-06T19:42:39+0000
0.065,0.765,0.17,0.9967,2020-08-06T19:58:11+0000
0.07,0.791,0.139,0.9985,2020-08-06T21:00:08+0000
0.21,0.675,0.115,-0.995,2020-08-06T22:15:06+0000
0.098,0.786,0.117,0.9092,2020-08-06T23:22:42+0000
0.054,0.827,0.119,0.9977,2020-08-07T00:20:24+0000
0.19,0.718,0.092,-0.9989,2020-08-07T07:00:06+0000
0.121,0.753,0.126,-0.7419,2020-08-07T09:00:18+0000
0.125,0.699,0.175,0.986,2020-08-07T09:00:20+0000
0.116,0.718,0.165,0.9949,2020-08-07T14:00:13+0000
0.095,0.822,0.082,0.1027,2020-08-07T14:24:16+0000
0.102,0.666,0.232,0.9995,2020-08-07T15:30:09+0000
0.173,0.779,0.049,-0.9551,2020-08-07T15:40:27+0000
0.06,0.862,0.078,0.3612,2020-08-07T15:58:46+0000
0.048,0.711,0.241,0.9968,2020-08-07T16:45:09+0000
0.03,0.798,0.172,0.9974,2020-08-07T18:45:23+0000
0.079,0.846,0.075,-0.128,2020-08-07T19:07:06+0000
0.121,0.791,0.088,-0.9778,2020-08-07T20:48:09+0000
0.204,0.667,0.129,-0.9947,2020-08-07T22:29:22+0000
0.038,0.829,0.133,0.9987,2020-08-08T00:00:05+0000
0.126,0.699,0.174,0.9569,2020-08-08T01:42:57+0000
0.111,0.789,0.1,-0.8993,2020-08-08T07:00:10+0000
0.106,0.77,0.123,0.9924,2020-08-08T12:00:22+0000
0.08,0.801,0.119,0.9042,2020-08-08T16:25:08+0000
0.12,0.797,0.084,-0.9532,2020-08-08T18:05:47+0000
0.117,0.725,0.159,0.9949,2020-08-08T18:28:49+0000
0.056,0.853,0.09,0.9888,2020-08-08T18:34:07+0000
0.194,0.623,0.183,-0.9284,2020-08-08T19:27:08+0000
0.117,0.785,0.098,-0.4588,2020-08-09T10:03:58+0000
0.087,0.817,0.096,0.6483,2020-08-09T11:00:09+0000
0.106,0.825,0.069,-0.9593,2020-08-09T18:41:22+0000
0.073,0.836,0.09,0.9592,2020-08-09T21:17:27+0000
0.202,0.689,0.109,-0.999,2020-08-10T07:00:13+0000
0.084,0.838,0.078,0.2732,2020-08-10T10:43:17+0000
0.121,0.757,0.122,0.0389,2020-08-10T10:54:57+0000
0.059,0.757,0.184,0.999,2020-08-10T17:45:08+0000
0.139,0.753,0.108,-0.9312,2020-08-10T22:33:34+0000
0.093,0.73,0.178,0.9951,2020-08-10T23:39:47+0000
0.094,0.771,0.135,0.9877,2020-08-11T11:15:22+0000
0.13,0.702,0.168,0.9987,2020-08-11T13:41:34+0000
0.184,0.745,0.071,-0.9925,2020-08-11T14:20:46+0000
0.059,0.849,0.092,0.9759,2020-08-11T16:24:45+0000
0.058,0.793,0.149,0.9975,2020-08-11T22:07:18+0000
0.052,0.808,0.14,0.9831,2020-08-11T22:14:43+0000
0.119,0.739,0.142,0.9438,2020-08-11T23:21:34+0000
0.121,0.695,0.184,0.9956,2020-08-11T23:38:32+0000
0.075,0.735,0.19,0.9992,2020-08-12T03:45:12+0000
0.093,0.808,0.099,0.7883,2020-08-12T07:00:16+0000
0.081,0.767,0.152,0.9917,2020-08-12T09:00:13+0000
0.083,0.816,0.101,0.9962,2020-08-12T09:26:57+0000
0.038,0.843,0.118,0.9973,2020-08-12T13:30:24+0000
0.174,0.729,0.097,-0.9875,2020-08-12T20:57:38+0000
0.121,0.735,0.144,0.9363,2020-08-12T23:04:27+0000
0.096,0.756,0.148,0.9925,2020-08-12T23:37:37+0000
0.125,0.737,0.138,0.6672,2020-08-12T23:49:03+0000
0.047,0.804,0.149,0.9947,2020-08-13T01:09:27+0000
0.128,0.79,0.082,-0.998,2020-08-13T07:00:14+0000
0.088,0.768,0.144,0.9956,2020-08-13T09:00:25+0000
0.098,0.788,0.114,0.9986,2020-08-13T09:27:45+0000
0.144,0.74,0.116,-0.7579,2020-08-13T12:16:11+0000
0.149,0.778,0.073,-0.9883,2020-08-13T15:01:14+0000
0.093,0.83,0.077,-0.7351,2020-08-13T17:01:48+0000
0.119,0.765,0.117,-0.1245,2020-08-13T18:42:43+0000
0.123,0.712,0.164,0.9666,2020-08-13T19:11:16+0000
0.099,0.838,0.063,-0.9136,2020-08-13T20:16:14+0000
0.141,0.777,0.082,-0.9943,2020-08-13T22:55:41+0000
0.115,0.831,0.055,-0.9826,2020-08-14T00:12:50+0000
0.079,0.764,0.157,0.9968,2020-08-14T05:00:07+0000
0.161,0.73,0.108,-0.985,2020-08-14T05:26:36+0000
0.134,0.655,0.211,0.9813,2020-08-14T07:06:41+0000
0.142,0.722,0.136,-0.7532,2020-08-14T09:00:13+0000
0.081,0.819,0.1,0.9986,2020-08-14T09:16:20+0000
0.096,0.806,0.098,0.5274,2020-08-14T10:00:11+0000
0.03,0.859,0.111,0.9908,2020-08-14T13:00:18+0000
0.097,0.799,0.104,0.1531,2020-08-14T19:18:13+0000
0.173,0.742,0.085,-0.9957,2020-08-14T21:59:56+0000
0.05,0.831,0.119,0.9896,2020-08-14T22:44:12+0000
0.054,0.844,0.102,0.9975,2020-08-15T09:00:16+0000
0.098,0.799,0.103,-0.4766,2020-08-15T12:00:10+0000
0.108,0.733,0.159,0.9233,2020-08-15T14:40:05+0000
0.096,0.807,0.097,-0.7964,2020-08-15T17:35:40+0000
0.164,0.779,0.057,-0.9952,2020-08-15T22:51:50+0000
0.046,0.736,0.217,0.9889,2020-08-16T00:25:30+0000
0.063,0.827,0.11,0.9871,2020-08-16T09:00:25+0000
0.093,0.797,0.11,0.9936,2020-08-16T12:00:11+0000
0.056,0.732,0.212,0.9988,2020-08-16T13:15:06+0000
0.048,0.84,0.112,0.9747,2020-08-16T14:40:02+0000
0.136,0.765,0.099,-0.9971,2020-08-16T17:30:53+0000
0.101,0.727,0.172,0.9957,2020-08-16T21:40:55+0000
0.098,0.84,0.062,-0.9987,2020-08-16T23:02:41+0000
0.037,0.888,0.075,0.9907,2020-08-16T23:36:51+0000
0.255,0.596,0.148,-0.9966,2020-08-17T07:48:53+0000
0.091,0.714,0.195,0.9964,2020-08-17T09:00:01+0000
0.061,0.776,0.163,0.997,2020-08-17T09:00:13+0000
0.142,0.718,0.141,-0.5723,2020-08-17T09:00:16+0000
0.064,0.826,0.11,0.9805,2020-08-17T09:00:17+0000
0.065,0.827,0.108,0.997,2020-08-17T09:00:24+0000
0.083,0.81,0.108,0.9994,2020-08-17T09:22:13+0000
0.087,0.776,0.137,0.9711,2020-08-17T09:38:30+0000
0.026,0.878,0.096,0.9657,2020-08-17T10:00:10+0000
0.139,0.741,0.12,-0.5859,2020-08-17T12:04:26+0000
0.11,0.706,0.184,0.9281,2020-08-17T12:04:31+0000
0.053,0.864,0.083,0.9627,2020-08-17T20:49:59+0000
0.088,0.781,0.13,0.9001,2020-08-17T21:01:54+0000
0.045,0.85,0.105,0.9856,2020-08-18T01:26:15+0000
0.144,0.698,0.158,0.9315,2020-08-18T02:13:51+0000
0.059,0.845,0.096,0.992,2020-08-18T07:00:07+0000
0.131,0.709,0.16,0.9903,2020-08-18T07:00:15+0000
0.12,0.671,0.209,0.9973,2020-08-18T09:00:10+0000
0.107,0.743,0.151,0.9768,2020-08-18T09:00:14+0000
0.057,0.847,0.095,0.9891,2020-08-18T09:00:19+0000
0.079,0.778,0.143,0.9999,2020-08-18T09:21:38+0000
0.1,0.721,0.179,0.998,2020-08-18T18:00:11+0000
0.073,0.812,0.115,0.9971,2020-08-18T18:29:58+0000
0.127,0.793,0.081,-0.9485,2020-08-18T18:47:33+0000
0.114,0.762,0.125,0.6164,2020-08-18T19:18:43+0000
0.101,0.762,0.138,0.777,2020-08-18T20:27:36+0000
0.114,0.705,0.181,0.9926,2020-08-18T21:18:47+0000
0.031,0.872,0.097,0.9932,2020-08-18T21:30:42+0000
0.111,0.803,0.086,-0.9454,2020-08-18T22:21:14+0000
0.042,0.842,0.116,0.9893,2020-08-19T04:34:30+0000
0.059,0.781,0.16,0.9961,2020-08-19T09:00:14+0000
0.085,0.771,0.143,0.9881,2020-08-19T09:00:17+0000
0.058,0.842,0.1,0.9937,2020-08-19T09:00:25+0000
0.067,0.783,0.15,0.9999,2020-08-19T09:00:28+0000
0.029,0.903,0.068,0.9958,2020-08-19T09:00:44+0000
0.09,0.787,0.124,0.9996,2020-08-19T09:15:20+0000
0.071,0.777,0.152,0.9956,2020-08-19T12:58:49+0000
0.08,0.811,0.109,0.9672,2020-08-19T14:11:34+0000
0.055,0.845,0.1,0.9933,2020-08-19T16:31:28+0000
0.101,0.765,0.135,0.9899,2020-08-19T18:15:57+0000
0.054,0.823,0.124,0.9976,2020-08-19T19:32:15+0000
0.174,0.755,0.071,-0.9992,2020-08-19T23:22:17+0000
0.096,0.792,0.113,0.7304,2020-08-19T23:44:05+0000
0.141,0.859,0.0,-0.8126,2020-08-20T02:22:59+0000
0.081,0.792,0.127,0.9954,2020-08-20T09:00:23+0000
0.072,0.769,0.159,0.9994,2020-08-20T09:00:26+0000
0.063,0.807,0.131,0.9969,2020-08-20T09:00:39+0000
0.121,0.767,0.112,-0.7669,2020-08-20T09:12:23+0000
0.091,0.78,0.128,0.9997,2020-08-20T09:27:09+0000
0.162,0.723,0.115,-0.9936,2020-08-20T10:40:56+0000
0.184,0.746,0.071,-0.9997,2020-08-20T13:26:44+0000
0.077,0.811,0.113,0.9949,2020-08-20T14:03:48+0000
0.093,0.775,0.132,0.9375,2020-08-20T15:26:38+0000
0.143,0.754,0.102,-0.8519,2020-08-20T16:26:11+0000
0.14,0.761,0.099,-0.6249,2020-08-20T18:09:28+0000
0.068,0.798,0.133,0.9986,2020-08-20T19:10:49+0000
0.129,0.721,0.149,-0.1027,2020-08-20T19:12:49+0000
0.189,0.706,0.106,-0.9987,2020-08-20T19:23:04+0000
0.139,0.761,0.1,-0.9451,2020-08-20T19:25:52+0000
0.071,0.746,0.183,0.9892,2020-08-20T22:48:45+0000
0.129,0.774,0.097,-0.952,2020-08-20T23:16:18+0000
0.177,0.776,0.047,-0.9988,2020-08-20T23:33:24+0000
0.066,0.789,0.145,0.9954,2020-08-21T09:00:15+0000
0.09,0.789,0.12,0.9478,2020-08-21T09:00:22+0000
0.124,0.751,0.125,0.9221,2020-08-21T09:16:44+0000
0.091,0.805,0.105,0.7974,2020-08-21T17:05:00+0000
0.059,0.729,0.211,0.9981,2020-08-21T18:21:01+0000
0.082,0.748,0.17,0.9967,2020-08-21T20:59:57+0000
0.07,0.767,0.163,0.988,2020-08-21T21:10:03+0000
0.108,0.764,0.128,0.8481,2020-08-21T21:30:57+0000
0.068,0.838,0.093,0.802,2020-08-21T21:47:34+0000
0.066,0.832,0.102,0.993,2020-08-22T07:00:10+0000
0.12,0.771,0.109,-0.6533,2020-08-22T09:00:09+0000
0.04,0.826,0.134,0.9939,2020-08-22T09:00:12+0000
0.091,0.81,0.099,0.666,2020-08-22T14:01:13+0000
0.179,0.7,0.121,-0.9994,2020-08-22T18:55:36+0000
0.173,0.724,0.103,-0.9973,2020-08-22T18:59:15+0000
0.113,0.753,0.133,0.9594,2020-08-23T00:57:14+0000
0.092,0.764,0.144,0.9928,2020-08-23T06:34:16+0000
0.048,0.747,0.206,0.9983,2020-08-23T11:58:36+0000
0.042,0.907,0.051,0.2023,2020-08-23T13:00:05+0000
0.163,0.611,0.226,0.9863,2020-08-23T16:00:11+0000
0.196,0.724,0.08,-0.9927,2020-08-23T16:44:14+0000
0.152,0.737,0.111,-0.9955,2020-08-23T17:14:47+0000
0.172,0.638,0.189,0.7278,2020-08-24T07:00:11+0000
0.079,0.814,0.107,0.9992,2020-08-24T09:23:04+0000
0.022,0.845,0.133,0.8591,2020-08-24T14:01:03+0000
0.101,0.742,0.157,0.9944,2020-08-24T15:05:30+0000
0.1,0.782,0.118,0.8667,2020-08-24T16:21:29+0000
0.039,0.743,0.218,0.9788,2020-08-24T18:20:09+0000
0.052,0.773,0.175,0.9332,2020-08-24T20:53:08+0000
0.183,0.734,0.083,-0.9933,2020-08-24T21:56:46+0000
0.069,0.871,0.06,-0.5267,2020-08-24T22:19:44+0000
0.125,0.742,0.132,0.3905,2020-08-24T23:34:27+0000
0.135,0.701,0.164,0.9268,2020-08-24T23:54:58+0000
0.115,0.762,0.123,0.8801,2020-08-25T03:56:40+0000
0.054,0.853,0.093,0.9942,2020-08-25T09:00:24+0000
0.12,0.759,0.121,-0.6928,2020-08-25T09:24:50+0000
0.16,0.739,0.101,-0.9852,2020-08-25T09:40:22+0000
0.04,0.891,0.069,0.8316,2020-08-25T10:00:05+0000
0.136,0.767,0.097,-0.9866,2020-08-25T11:31:03+0000
0.111,0.794,0.094,-0.7351,2020-08-25T17:00:06+0000
0.16,0.675,0.164,-0.2732,2020-08-25T19:17:46+0000
0.092,0.786,0.122,0.5868,2020-08-25T19:37:56+0000
0.142,0.71,0.147,0.25,2020-08-25T19:39:36+0000
0.087,0.769,0.144,0.9657,2020-08-25T20:18:58+0000
0.132,0.744,0.123,-0.436,2020-08-25T20:19:34+0000
0.111,0.727,0.162,0.9627,2020-08-25T20:24:08+0000
0.107,0.816,0.077,-0.9647,2020-08-25T21:46:47+0000
0.059,0.854,0.087,0.9738,2020-08-25T22:24:50+0000
0.138,0.773,0.089,-0.991,2020-08-25T22:54:34+0000
0.077,0.829,0.094,0.5951,2020-08-26T00:14:14+0000
0.139,0.749,0.112,-0.9858,2020-08-26T07:00:12+0000
0.158,0.723,0.119,-0.989,2020-08-26T09:00:24+0000
0.083,0.824,0.093,0.9807,2020-08-26T09:24:06+0000
0.075,0.868,0.058,-0.9278,2020-08-26T13:37:58+0000
0.07,0.821,0.109,0.9628,2020-08-26T15:00:09+0000
0.12,0.789,0.091,-0.9465,2020-08-26T15:17:21+0000
0.069,0.83,0.102,0.9886,2020-08-26T16:58:58+0000
0.065,0.846,0.089,0.3182,2020-08-26T17:37:42+0000
0.159,0.639,0.202,0.9141,2020-08-26T17:43:21+0000
0.176,0.665,0.159,-0.9475,2020-08-26T23:00:07+0000
0.076,0.845,0.079,0.2012,2020-08-26T23:29:22+0000
0.091,0.806,0.103,0.8441,2020-08-27T09:00:05+0000
0.16,0.765,0.075,-0.991,2020-08-27T09:00:17+0000
0.089,0.795,0.117,0.5493,2020-08-27T12:54:33+0000
0.054,0.768,0.177,0.9978,2020-08-27T13:00:15+0000
0.11,0.841,0.049,-0.9982,2020-08-27T13:48:52+0000
0.032,0.825,0.143,0.9994,2020-08-27T15:45:42+0000
0.135,0.752,0.113,-0.9808,2020-08-27T18:42:36+0000
0.088,0.803,0.109,0.9535,2020-08-27T23:00:07+0000
0.071,0.85,0.078,0.673,2020-08-27T23:25:03+0000
0.158,0.721,0.121,-0.9968,2020-08-28T00:01:28+0000
0.185,0.636,0.179,-0.9102,2020-08-28T04:01:30+0000
0.081,0.823,0.096,0.9301,2020-08-28T09:00:23+0000
0.168,0.718,0.114,-0.9518,2020-08-28T11:17:40+0000
0.103,0.682,0.214,0.998,2020-08-28T12:25:19+0000
0.117,0.685,0.197,0.9954,2020-08-28T13:00:07+0000
0.074,0.776,0.15,0.9981,2020-08-28T13:02:57+0000
0.1,0.785,0.115,0.7512,2020-08-28T13:55:24+0000
0.247,0.66,0.094,-0.9894,2020-08-28T14:01:21+0000
0.035,0.739,0.226,0.9981,2020-08-28T14:33:01+0000
0.095,0.817,0.088,-0.7279,2020-08-28T15:14:06+0000
0.117,0.784,0.098,-0.6124,2020-08-28T15:23:02+0000
0.061,0.754,0.185,0.9979,2020-08-28T15:38:22+0000
0.088,0.824,0.088,-0.0767,2020-08-28T16:44:59+0000
0.141,0.718,0.141,-0.8481,2020-08-28T16:47:42+0000
0.088,0.793,0.118,0.9917,2020-08-28T17:03:07+0000
0.069,0.873,0.058,-0.6249,2020-08-28T18:27:32+0000
0.089,0.71,0.201,0.9913,2020-08-28T19:35:33+0000
0.091,0.785,0.124,0.9747,2020-08-28T20:26:13+0000
0.078,0.803,0.119,0.9781,2020-08-28T21:28:30+0000
0.176,0.707,0.117,-0.9972,2020-08-29T00:18:24+0000
0.113,0.727,0.16,0.988,2020-08-29T09:00:11+0000
0.072,0.821,0.107,0.9941,2020-08-29T09:00:20+0000
0.066,0.832,0.102,0.9957,2020-08-29T09:00:24+0000
0.12,0.753,0.127,0.3709,2020-08-29T13:20:25+0000
0.042,0.825,0.133,0.9968,2020-08-29T18:30:06+0000
0.198,0.709,0.093,-0.9996,2020-08-29T18:30:07+0000
0.123,0.74,0.137,0.9073,2020-08-29T22:00:10+0000
0.07,0.765,0.165,0.9986,2020-08-30T07:00:14+0000
0.043,0.802,0.156,0.9986,2020-08-30T09:00:11+0000
0.118,0.736,0.146,0.9969,2020-08-30T09:00:23+0000
0.168,0.675,0.157,-0.4374,2020-08-30T16:00:03+0000
0.214,0.671,0.115,-0.9989,2020-08-30T17:31:53+0000
0.103,0.78,0.117,0.584,2020-08-30T19:51:36+0000
0.084,0.815,0.1,0.9932,2020-08-31T09:33:19+0000
0.069,0.792,0.139,0.9169,2020-08-31T09:55:41+0000
0.018,0.768,0.214,0.9623,2020-08-31T14:22:08+0000
0.089,0.784,0.127,0.9884,2020-08-31T18:05:38+0000
0.179,0.682,0.139,-0.9897,2020-08-31T20:25:38+0000
0.091,0.727,0.183,0.9948,2020-08-31T21:35:49+0000
0.068,0.803,0.128,0.9924,2020-08-31T21:50:36+0000
0.083,0.829,0.088,0.1116,2020-08-31T22:09:02+0000
0.091,0.724,0.185,0.9965,2020-08-31T22:22:12+0000
0.058,0.824,0.118,0.9774,2020-08-31T22:33:17+0000
